,product_name,rating,description,comment
1455,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),4,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.","Nice fragrance, Last long"
1456,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Everytime my favorite ❤😍
1457,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Good
1458,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Good one.
1459,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.","Very nice smell this perfume, I like it very much"
1460,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Awesome
1461,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.","Fantastic product
Simply loved it"
1462,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Nice fregrence 🥰
1463,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Awesome .. feels fresh .. stay long .. worth money 💰
1464,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.",Recently I baught this belavita luxury range perfume. I'm in love with this perfume. What a smell it's just awesome.
1465,Bellavita Glam Perfume for Woman with Fresh and Romantic Scent Perfume - 100 ml  (For Women),5,"Unconventional-Eccentric-Versatile. The Glam Woman Eau De Parfum celebrates versatility breaking conventional floral accents. Powerful Jasmine brings out the feminine character like no other; Classy and glamourous yet understated with fresh hints of citrusy orange and calming like white honey! It is an indulgent fragrance that is sensual and so full of character that it is almost impossible to miss! A quintessential Glam Woman is daring, a real head turner and with her magnetic force she makes sure to stand out from the crowd. P.S. 'Glamour' never takes a day off.","Amazing fragrance

I am using this perfume since a week and I just love the smell of it. The fragrance is so fresh that enhances my mood. It feels classy and glamourous."
1466,DENVER Hamilton Pride Eau de Parfum - 100 ml  (For Men),4,"For All-day Fragrance You Can Now Fall Back On Denver Perfume Because It Is The Right Formulation To Deliver Every Right Feature For The Best Perfume. Possess Signature Scents You Can Always Own That Unique Scent Among Friends As The Perfume Is Formulated With A Signature Scent That Will Leave A Mystery Behind Everywhere You Go. The Scent Is A Special Collection Of Fragrances . Your Charisma Will Only Be Heightened With The Unique Scent As You Walk Into A Room And Command Attention. Long Lasting Fragrance A Fragrance That Will Not Leave Your Skin Or Clothes In A Matter Of Hours But Will Ensure That You Smell Distinctively Sharp And Attractive For A Longer Part Of Your Everyday Will Be Delivered With This Perfume.Denver Perfume Spray For Men With A Carefully Blended Fragrance Mix And A Long Lasting Protection Against Body Odors, To Keep You Delightfully Fresh And Confident Throughout The Day.the Essential Products You Need To Start Your Perfect Day With Freshness. Get The Wonderful, Smooth And Perfect Experience With Exclusive Range From A Renowned Brand Denver",nice
